schoolId,county,district,school,grades,prek,elementary,middle,high,website,Lat,Lng,address_short,parochial,max_tuition,sibling_discount,Pre-K,K,Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12
207,San Mateo,Las Lomitas Elementary,Trinity School,"K-5, pre-K",1,1,1,,https://www.trinity-mp.org/,37.421702,-122.207536,"2650 Sand Hill Rd., Menlo Park",, 43.9k,, 36.3k, 43.9k, 43.9k, 43.9k, 43.9k, 43.9k, 43.9k,,,,,,,
331,San Francisco,San Francisco Unified,The Dahlia School of San Francisco Elementary,K-6,,1,1,,https://thedahliaschoolsf.org/,37.772396,-122.39116,"1245 4th St., San Francisco",, 40.0k,, 40.0k, 38.3k, 37.8k, 37.8k, 37.8k, 37.8k, 37.8k,,,,,,,
61,Alameda,Berkeley Unified,Walden Center & School,K-6,,1,1,,https://waldencenterschool.org/,37.863415,-122.273691,"2446 Mckinley Ave, Berkeley",, 25.0k,1,, 25.0k, 25.0k, 25.0k, 25.0k, 25.0k, 25.0k, 25.0k, 25.0k,,,,,
53,Marin,Miller Creek Elementary,Montessori de Terra Linda,"K-6, pre-K",1,1,1,,https://www.mdtl.org/,38.013731,-122.558507,"610 Del Ganado Rd., San Rafael",, 27.0k,, 24.5k, 24.5k, 27.0k, 27.0k, 27.0k, 27.0k, 27.0k, 27.0k,,,,,,
14,San Mateo,San Mateo-Foster City,Pacific Rim International School,"K-6, pre-K",1,1,1,,https://www.printschool.org/,37.537172,-122.323341,"2600 Campus Dr., San Mateo",, 52.1k,, 45.7k, 45.7k, 47.4k, 47.4k, 47.4k, 47.4k, 47.4k, 47.4k, 52.1k, 52.1k, 52.1k,,,
74,Alameda,Alameda Unified,The Child Unique Montessori School/Montessori Elementary School of Alameda,"K-6, pre-K",1,1,1,,https://www.thechildunique.org/about-mesa,37.763514,-122.24729,"2226 Encinal Ave. and 1400 6th St., Alameda",, 22.1k,1, 22.1k, 22.1k, 22.1k, 22.1k, 22.1k, 22.1k, 22.1k, 22.1k,,,,,,
281,San Francisco,San Francisco Unified,Mission Dolores Academy,K-8,,1,1,,http://mdasf.org/,37.764435,-122.42805,"3371 16th St., San Francisco",parochial, 5.1k,,, 5.1k, 5.1k, 5.1k, 5.1k, 5.1k, 5.1k, 5.1k, 5.1k, 5.1k,,,,
304,San Francisco,San Francisco Unified,School of the Epiphany,K-8,,1,1,,http://www.sfepiphany.org/,37.715725,-122.43453,"600 Italy Ave., San Francisco",parochial, 9.7k,,, 9.7k, 9.7k, 9.7k, 9.7k, 9.7k, 9.7k, 9.7k, 9.7k, 9.7k,,,,
133,Contra Costa,Mt. Diablo Unified,Saint Agnes,K-8,,1,1,,http://www.stagnesconcord.com/,37.971666,-122.003845,"3886 Chestnut Ave., Concord",parochial, 10.6k,1,, 10.3k, 10.3k, 10.3k, 10.3k, 10.3k, 10.3k, 10.6k, 10.6k, 10.6k,,,,
312,San Francisco,San Francisco Unified,St. James School,K-8,,1,1,,https://adsf.schoolspeak.com/Home.aspxunlistedCommunity=94110004,37.75148,-122.423805,"321 Fair Oaks St., San Francisco",parochial, 10.2k,1,, 10.2k, 10.2k, 10.2k, 10.2k, 10.2k, 10.2k, 10.2k, 10.2k, 10.2k,,,,
29,Alameda,Oakland Unified,Aurora School,K-8,,1,1,,https://auroraschool.org/,37.839866,-122.231737,"40 Dulwich Rd., Oakland",, 38.7k,,,, 35.0k, 35.0k, 35.0k, 35.0k, 35.0k, 38.7k, 38.7k, 38.7k,,,,
152,Contra Costa,Mt. Diablo Unified,Bay Christian School,K-8,,1,1,,https://baybulldogs.com/,38.022779,-121.983106,"4725 Evora Rd., Concord",parochial, 7.8k,1,, 7.8k, 7.8k, 7.8k, 7.8k, 7.8k, 7.8k, 7.8k, 7.8k, 7.8k,,,,
24,Alameda,Berkeley Unified,Black Pine Circle,K-8,,1,1,,https://blackpinecircle.org/,37.867215,-122.295873,"2027 7th St., Berkeley",, 40.2k,,, 34.7k, 34.7k, 34.7k, 34.7k, 34.7k, 34.7k, 40.2k, 40.2k, 40.2k,,,,
175,Alameda,Pleasanton Unified,Emerson Montessori School,K-8,,1,1,,https://emersonmontessori.com/,37.693709,-121.90055,"4671 Chabot Dr., Pleasanton",, 26.1k,,,, 23.7k, 23.7k, 23.7k, 23.7k, 23.7k, 26.1k, 26.1k, 26.1k,,,,
143,Contra Costa,West Contra Costa Unified,El Sobrante Christian School,K-8,,1,1,,https://escseagles.com/,37.980756,-122.295782,"5100 Argyle Rd., El Sobrante",parochial, 9.8k,1,, 9.1k, 9.1k, 9.1k, 9.1k, 9.1k, 9.1k, 9.1k, 9.8k, 9.8k,,,,
333,San Francisco,San Francisco Unified,The Hamlin School,K-8,,1,1,,https://hamlin.org/,37.7948,-122.432495,"2120 Broadway, San Francisco",, 43.0k,,, 43.0k, 43.0k, 43.0k, 43.0k, 43.0k, 43.0k, 43.0k, 43.0k, 43.0k,,,,
266,San Francisco,San Francisco Unified,Holy Name Elementary,K-8,,1,1,,https://holynamesf.com/,37.75761,-122.49888,"1560 40th Ave., San Francisco",parochial, 10.1k,,, 10.1k, 10.1k, 10.1k, 10.1k, 10.1k, 10.1k, 10.1k, 10.1k, 10.1k,,,,
142,Contra Costa,Antioch Unified,Holy Rosary,K-8,,1,1,,https://holyrosarycatholicschool.org/,38.007046,-121.805378,"25 E. 15th St., Antioch",parochial, 9.9k,1,, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k,,,,
196,San Mateo,Belmont-Redwood Shores Elementary,Immaculate Heart of Mary School,K-8,,1,1,,https://ihmschoolbelmont.org/,37.510657,-122.295514,"1000 Alameda de las Pulgas, Belmont",parochial, 11.7k,,, 11.4k, 11.4k, 11.4k, 11.4k, 11.4k, 11.4k, 11.7k, 11.7k, 11.7k,,,,
144,Contra Costa,Mt. Diablo Unified,King’s Valley Christian School,K-8,,1,1,,https://kingsvalley.org/,37.966731,-121.994771,"4255 Clayton Rd., Concord",parochial, 9.4k,,, 9.0k, 9.0k, 9.0k, 9.0k, 9.0k, 9.0k, 9.4k, 9.4k, 9.4k,,,,
284,San Francisco,San Francisco Unified,Our Lady of the Visitacion Elementary,K-8,,1,1,,https://olvsf.org/,37.709988,-122.409693,"795 Sunnydale Ave., San Francisco",parochial, 6.2k,1,, 5.9k, 5.9k, 5.9k, 5.9k, 5.9k, 5.9k, 6.2k, 6.2k, 6.2k,,,,
137,Alameda,Fremont Unified,Peace Terrace Academy,K-8,,1,1,,https://peaceterrace.org/,37.580685,-122.054902,"33330 Peace Terr., Fremont",parochial, 10.1k,,, 10.1k, 9.3k, 9.3k, 9.3k, 9.3k, 9.3k, 9.3k, 9.3k, 9.3k,,,,
104,Alameda,Fremont Unified,Prince of Peace Lutheran School,K-8,,1,1,,https://popchristianschool.com/,37.55135,-121.995746,"38451 Fremont Blvd, Fremont",parochial, 15.8k,, 15.8k, 12.1k, 12.1k, 12.1k, 12.1k, 12.1k, 12.1k, 12.1k, 12.1k, 12.1k,,,,
87,Marin,Reed Union Elementary,Saint Hilary School,K-8,,1,1,,https://sainthilaryschool.org/,37.889085,-122.474875,"765 Hilary Dr, Tiburon",parochial, 16.6k,1,, 16.4k, 16.4k, 16.4k, 16.4k,, 16.6k, 16.6k, 16.6k, 16.6k,,,,
220,San Mateo,San Bruno Park Elementary,St. Robert,K-8,,1,1,,https://saintrobert-school.org/,37.6172,-122.416048,"345 Oak Ave., San Bruno",parochial, 8.2k,,, 8.2k, 8.2k, 8.2k, 8.2k, 8.2k, 8.2k, 8.2k, 8.2k, 8.2k,,,,
219,San Mateo,San Bruno Park Elementary,Highlands Christian Schools,K-8,,1,1,,https://school.highlands.us/,37.623132,-122.447488,"1900 Monterey Dr., San Bruno",parochial, 16.8k,,, 15.9k, 15.9k, 15.9k, 15.9k, 15.9k, 15.9k, 16.8k, 16.8k, 16.8k,,,,
95,Marin,Novato Unified,Our Lady of Loretto,K-8,,1,1,,https://school.ollnovato.org/,38.109428,-122.583629,"1811 Virginia Ave., Novato",parochial, 13.7k,1,, 13.7k, 13.7k, 13.7k, 13.7k, 13.7k, 13.7k, 13.7k, 13.7k, 13.7k,,,,
125,Alameda,Hayward Unified,Saint Clement Catholic School,K-8,,1,1,,https://sclementschool.org/new/,37.642871,-122.057761,"790 Calhoun St., Hayward",parochial, 11.2k,1,, 11.2k, 11.2k, 11.2k, 11.2k, 11.2k, 11.2k, 11.2k, 11.2k, 11.2k,,,,
115,Alameda,Livermore Valley Joint Unified,St. Michael School,K-8,,1,1,,https://smsliv.org/,37.682769,-121.763657,"345 Church St., Livermore",parochial, 11.8k,,, 11.7k, 11.7k, 11.7k, 11.7k, 11.7k, 11.7k, 11.8k, 11.8k, 11.8k,,,,
327,San Francisco,San Francisco Unified,Sts. Peter and Paul Elementary,K-8,,1,1,,https://sspeterpaulsf.org/,37.801598,-122.41022,"660 Filbert St., San Francisco",parochial, 17.5k,,, 17.5k, 17.5k, 17.5k, 17.5k, 17.5k, 17.5k, 17.5k, 17.5k, 17.5k,,,,
212,San Mateo,Millbrae Elementary,St. Dunstan School,K-8,,1,1,,https://st-dunstan.org/,37.606723,-122.399966,"1150 Magnolia Ave, Millbrae",parochial, 11.1k,1,, 11.1k, 11.1k, 11.1k, 11.1k, 11.1k, 11.1k, 11.1k, 11.1k, 11.1k,,,,
305,San Francisco,San Francisco Unified,St. Anne School,K-8,,1,1,,https://stanne.com/,37.763023,-122.47128,"1320 14th Ave., San Francisco",parochial, 11.3k,,, 11.3k, 11.3k, 11.3k, 11.3k, 11.3k, 11.3k, 11.3k, 11.3k, 11.3k,,,,
186,Marin,Ross Valley Elementary,St. Anselm School,K-8,,1,1,,https://stanselmschool.com/,37.970108,-122.563036,"40 Belle Ave., San Anselmo",parochial, 13.1k,1,, 13.1k, 13.1k, 13.1k, 13.1k, 13.1k, 13.1k, 13.1k, 13.1k, 13.1k,,,,
199,San Mateo,Burlingame Elementary,St. Catherine of Siena Elementary,K-8,,1,1,,https://stcos.com/,37.576001,-122.345113,"1300 Bayswater Aveune, Burlingame",parochial, 8.8k,1,, 8.5k, 8.8k, 8.8k, 8.8k, 8.8k, 8.8k, 8.8k, 8.8k, 8.8k,,,,
322,San Francisco,San Francisco Unified,Stella Maris Academy,K-8,,1,1,,https://stellamarissf.org/,37.781834,-122.46701,"360 9th StAve, San Francisco",parochial, 10.5k,1,, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k,,,,
309,San Francisco,San Francisco Unified,St. Finn Barr Catholic School,K-8,,1,1,,https://stfinnbarr.org/,37.730446,-122.44741,"419 Hearst Ave., San Francisco",parochial, 9.6k,1,, 9.5k, 9.5k, 9.5k, 9.5k, 9.5k, 9.5k, 9.6k, 9.6k, 9.6k,,,,
310,San Francisco,San Francisco Unified,St. Gabriel Elementary School,K-8,,1,1,,https://stgabrielsf.com/,37.739563,-122.498634,"2550 41st Ave., San Francisco",parochial, 11.9k,,, 11.9k, 11.9k, 11.9k, 11.9k, 11.9k, 11.9k, 11.9k, 11.9k, 11.9k,,,,
230,San Mateo,San Mateo-Foster City,St Gregory,K-8,,1,1,,https://stgregs-sanmateo.org/,37.540634,-122.307556,"2701 Hacienda St., San Mateo",parochial, 10.8k,,, 9.8k, 10.1k, 10.1k, 10.1k, 10.1k, 10.1k, 10.8k, 10.8k, 10.8k,,,,
314,San Francisco,San Francisco Unified,St. John the Evangelist,K-8,,1,1,,https://stjohnseagles.com/,37.734886,-122.43753,"925 Chenery St., San Francisco",parochial, 9.5k,,, 9.5k, 9.5k, 9.5k, 9.5k, 9.5k, 9.5k, 9.5k, 9.5k, 9.5k,,,,
98,Marin,Larkspur-Corte Madera,St. Patrick School,K-8,,1,1,,https://stpatricksmarin.org/,37.934667,-122.536631,"120 King St., Larkspur",parochial, 13.4k,1,, 13.4k, 13.4k, 13.4k, 13.4k, 13.4k, 13.4k, 13.4k, 13.4k, 13.4k,,,,
138,Contra Costa,Pittsburg Unified,St. Peter Martyr Elementary,K-8,,1,1,,https://stpetermartyrschool.org/,38.033739,-121.890964,"425 West 4th St., Pittsburg",parochial, 10.8k,1, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.8k, 10.8k, 10.8k,,,,
232,San Mateo,San Mateo-Foster City,St. Timothy School,K-8,,1,1,,https://sttimothyschool.org/,37.57442,-122.311255,"1515 Dolan Ave., San Mateo",parochial, 9.8k,,, 9.8k, 9.8k, 9.8k, 9.8k, 9.8k, 9.8k, 9.8k, 9.8k, 9.8k,,,,
321,San Francisco,San Francisco Unified,St. Vincent de Paul School,K-8,,1,1,,https://svdpsf.com/,37.796112,-122.43785,"2350 Green St., San Francisco",parochial, 16.0k,,, 16.0k, 16.0k, 16.0k, 16.0k, 16.0k, 16.0k, 16.0k, 16.0k, 16.0k,,,,
92,Alameda,Berkeley Unified,School of the Madeleine,K-8,,1,1,,https://themadeleine.com/,37.884645,-122.271751,"1225 Milvia St., Berkeley",parochial, 14.5k,1, 13.9k, 13.9k, 13.9k, 13.9k, 13.9k, 13.9k, 13.9k, 14.5k, 14.5k, 14.5k,,,,
161,Marin,Sausalito Marin City,The New Village School,K-8,,1,1,,https://thenewvillageschool.org/,37.869763,-122.505587,"100 Ebbtide Ave, Ste 144, Sausalito",, 21.5k,, 19.5k,, 21.5k, 21.5k, 21.5k, 21.5k, 21.5k, 21.5k, 21.5k, 21.5k,,,,
245,San Francisco,San Francisco Unified,Alta Vista School,K-8,,1,1,,https://www.altavistaschool.org/,37.72569,-122.40767,"450 Somerset St., San Francisco",, 41.8k,,, 41.8k, 41.8k, 41.8k, 41.8k, 41.8k, 41.8k, 41.8k, 41.8k, 41.8k,,,,
126,Alameda,San Leandro Unified,Assumption,K-8,,1,1,,https://www.assumptionschool-sl.org/,37.720274,-122.136537,"1851 136th Ave., San Leandro",parochial, 10.9k,1,, 10.9k, 10.9k, 10.9k, 10.9k, 10.9k, 10.9k, 10.9k, 10.9k, 10.9k,,,,
18,Alameda,Oakland Unified,Bentley School,K-8,,1,1,,https://www.bentleyschool.org/,37.853178,-122.23387,"1 Hiller Dr., Oakland",, 44.8k,,, 41.2k, 41.2k, 41.2k, 41.2k, 41.2k, 41.2k, 44.8k, 44.8k, 44.8k,,,,
32,Alameda,Berkeley Unified,Berkwood Hedge School,K-8,,1,1,,https://www.berkwood.org/,37.866974,-122.27423,"1809 Bancroft Way, Berkeley",, 37.5k,,, 31.5k, 31.5k, 31.5k, 31.5k, 31.5k, 31.5k, 37.5k, 37.5k, 37.5k,,,,
38,Contra Costa,West Contra Costa Unified,Big Minds,K-8,,1,1,,https://www.bigmindsunschool.org/,38.003736,-122.294413,"1937 San Pablo Ave., Pinole",, 39.1k,,, 39.1k, 39.1k, 39.1k, 39.1k, 39.1k, 39.1k, 39.1k, 39.1k, 39.1k, 39.1k, 39.1k, 39.1k, 39.1k
187,Marin,San Rafael City Elementary,Brandeis Marin,K-8,,1,1,,https://www.brandeismarin.org/,37.999505,-122.522877,"180 North San Pedro Rd., San Rafael",parochial, 43.9k,,, 41.5k, 41.5k, 41.5k, 41.5k, 41.5k, 41.5k, 43.9k, 43.9k, 43.9k,,,,
270,San Francisco,San Francisco Unified,Katherine Delmar Burke School,K-8,,1,1,,https://www.burkes.org/,37.784283,-122.493324,"7070 California St., San Francisco",, 46.5k,,, 46.5k, 46.5k, 46.5k, 46.5k, 46.5k, 46.5k, 46.5k, 46.5k, 46.5k,,,,
250,San Francisco,San Francisco Unified,Cathedral School For Boys,K-8,,1,1,,https://www.cathedralschool.net/,37.792007,-122.41338,"1275 Sacramento St., San Francisco",parochial, 46.9k,,, 44.0k, 45.5k, 45.5k, 45.5k, 45.5k, 46.9k, 46.9k, 46.9k, 46.9k,,,,
86,Alameda,Alameda Unified,Coastline Christian Schools,K-8,,1,1,,https://www.coastlinechristian.org/,37.727679,-122.239947,"1801 North Loop Rd., Alameda",parochial, 15.5k,1,, 14.4k, 14.4k, 14.4k, 14.4k, 14.4k, 14.4k, 15.5k, 15.5k, 15.5k,,,,
113,Alameda,Piedmont City Unified,Corpus Christi Elementary,K-8,,1,1,,https://www.corpuschristischool.com/,37.836653,-122.172913,"1 Estates Dr., Piedmont",parochial, 10.6k,,, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k,,,,
64,Contra Costa,West Contra Costa Unified,Crestmont School,K-8,,1,1,,https://www.crestmontschool.org/,37.944516,-122.316181,"6226 Arlington Blvd., Richmond",, 24.1k,,, 23.9k, 23.9k, 23.9k, 23.9k, 23.9k, 23.9k, 24.1k, 24.1k, 24.1k,,,,
255,San Francisco,San Francisco Unified,Donum Dei Classical Academy,K-8,,1,1,,https://www.donumdei.org/,37.74593,-122.4127,"1550 Treat Ave., San Francisco",parochial, 20.9k,,, 20.9k, 20.9k, 20.9k, 20.9k, 20.9k, 20.9k, 20.9k, 20.9k, 20.9k,,,,
59,Marin,Miller Creek Elementary,GATE Academy,K-8,,1,1,,https://www.gateacademy.org/,38.034136,-122.525115,"1 St. Vincent Dr., San Rafael",, 25.1k,,, 25.1k, 25.1k, 25.1k, 25.1k, 25.1k, 25.1k, 25.1k, 25.1k, 25.1k,,,,
150,Contra Costa,Brentwood Union,Golden Hills Christian School,K-8,,1,1,,https://www.ghcs.org/,37.960354,-121.738033,"2401 Shady Willow Ln., Brentwood",parochial, 8.2k,1,, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.2k, 8.2k, 8.2k,,,,
202,San Mateo,Jefferson Elementary,Hilldale School,K-8,,1,1,,https://www.hilldaleschool.org/,37.697916,-122.457975,"79 Florence St., Daly City",, 27.0k,,, 27.0k, 27.0k, 27.0k, 27.0k, 27.0k, 27.0k, 27.0k, 27.0k, 27.0k,,,,
145,Contra Costa,Antioch Unified,Hilltop Christian,K-8,,1,1,,https://www.hilltopcs.org/,37.968156,-121.781624,"2200 Country Hills Dr., Antioch",parochial, 9.0k,,, 8.0k, 8.0k, 8.2k, 8.3k, 8.5k, 8.9k, 8.9k, 8.9k, 9.0k,,,,
265,San Francisco,San Francisco Unified,Hillwood Academic Day,K-8,,1,1,,https://www.hillwoodschool.com/index.html,37.793324,-122.44012,"2521 Scott St., San Francisco",, 18.0k,,, 18.0k, 18.0k, 18.0k, 18.0k, 18.0k, 18.0k, 18.0k, 18.0k, 18.0k,,,,
203,San Mateo,Jefferson Elementary,Holy Angels Elementary,K-8,,1,1,,https://www.holyangelscolma.org/,37.686909,-122.466864,"20 Reiner St., Colma",parochial, 9.9k,1,, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k, 9.9k,,,,
272,San Francisco,San Francisco Unified,Kittredge School,K-8,,1,1,,https://www.kittredge.org/,37.785507,-122.484955,"2355 Lake St, San Francisco",, 26.6k,,, 25.8k, 25.8k, 25.8k, 25.8k, 25.8k, 25.8k, 26.6k, 26.6k, 26.6k,,,,
273,San Francisco,San Francisco Unified,KZV Armenian School,K-8,,1,1,,https://www.kzv.org/,37.71384,-122.47832,"825 Brotherhood Way, San Francisco",parochial, 15.9k,1, 15.9k, 12.6k, 12.6k, 12.6k, 12.6k, 12.6k, 12.6k, 12.6k, 12.6k, 12.6k,,,,
277,San Francisco,San Francisco Unified,Live Oak School,K-8,,1,1,,https://www.liveoaksf.org/,37.763557,-122.39947,"1555 Mariposa St., San Francisco",, 44.4k,,, 43.8k, 43.8k, 43.8k, 43.8k, 43.8k, 43.8k, 44.4k, 44.4k, 44.4k,,,,
185,Marin,Miller Creek Elementary,Marin Waldorf School,K-8,,1,1,,https://www.marinwaldorf.org/,38.027954,-122.558396,"755 Idylberry Rd., San Rafael",, 29.8k,1, 21.5k, 24.9k, 29.8k, 29.8k, 29.8k, 29.8k, 29.8k, 29.8k, 29.8k, 29.8k,,,,
17,Marin,Miller Creek Elementary,Mark Day School,K-8,,1,1,,https://www.markdayschool.org/,38.007054,-122.555063,"39 Trellis Dr., San Rafael",, 43.3k,,, 43.3k, 43.3k, 43.3k, 43.3k, 43.3k, 43.3k, 43.3k, 43.3k, 43.3k,,,,
10,Marin,Larkspur-Corte Madera,Marin Country Day School,K-8,,1,1,,https://www.mcds.org/,37.91868,-122.491548,"5221 Paradise Dr., Corte Madera",, 47.6k,,, 45.1k, 45.1k, 45.1k, 45.1k, 45.1k, 45.1k, 47.6k, 47.6k, 47.6k,,,,
97,Alameda,New Haven Unified,Mission Hills Middle School,K-8,,1,1,,https://www.mhmschool.org/,37.607898,-122.026835,"250 Tamarack Dr., Union City",, 14.1k,,, 14.1k, 14.1k, 14.1k, 14.1k, 14.1k, 14.1k, 2.0k, 2.0k, 2.0k,,,,
15,Marin,Mill Valley Elementary,Mount Tamalpais School,K-8,,1,1,,https://www.mttam.org/,37.888414,-122.533071,"100 Harvard Ave., Mill Valley",, 46.4k,,, 44.3k, 44.3k, 44.3k, 44.3k, 44.3k, 44.3k, 46.4k, 46.4k, 46.4k,,,,
197,San Mateo,Belmont-Redwood Shores Elementary,Notre Dame Elementary,K-8,,1,1,,https://www.nde.org/,37.51782,-122.288614,"1200 Notre Dame Ave., Belmont",parochial, 13.6k,1,, 13.6k, 13.6k, 13.6k, 13.6k, 13.6k, 13.6k, 13.6k, 13.6k, 13.6k,,,,
112,Alameda,Castro Valley Unified,Our Lady of Grace School,K-8,,1,1,,https://www.olgschool.org/,37.700539,-122.083281,"19920 Anita Ave., Castro Valley",parochial, 10.6k,1,, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k,,,,
204,San Mateo,Jefferson Elementary,Our Lady of Mercy Elementary,K-8,,1,1,,https://www.olmbulldogs.com/,37.698392,-122.48789,"7 Elmwood Dr., Daly City",parochial, 10.5k,,, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k, 10.5k,,,,
33,Alameda,Oakland Unified,Park Day School,K-8,,1,1,,https://www.parkdayschool.org/,37.831541,-122.257656,"360 42Nd St., Oakland",, 38.0k,,, 36.5k, 36.5k, 36.5k, 36.5k, 36.5k, 36.5k, 38.0k, 38.0k, 38.0k,,,,
210,San Mateo,Menlo Park City Elementary,"Peninsula School, Ltd",K-8,,1,1,,https://www.peninsulaschool.org/,37.466403,-122.166256,"920 Peninsula Way, Menlo Park",, 32.0k,, 32.0k, 32.0k, 32.0k, 32.0k, 32.0k, 32.0k, 32.0k, 32.0k, 32.0k, 32.0k,,,,
286,San Francisco,San Francisco Unified,Presidio Knolls School,K-8,,1,1,,https://www.presidioknolls.org/,37.77319,-122.413704,"250 10th St., San Francisco",, 45.5k,,, 40.9k, 40.9k, 40.9k, 40.9k, 40.9k, 40.9k, 45.5k, 45.5k, 45.5k,,,,
25,Alameda,Oakland Unified,Redwood Day School,K-8,,1,1,,https://www.rdschool.org/,37.798309,-122.221743,"3245 Sheffield Ave., Oakland",, 39.7k,,, 35.4k, 35.4k, 35.4k, 35.4k, 35.4k, 35.4k, 39.7k, 39.7k, 39.7k,,,,
217,San Mateo,Redwood City Elementary,Redeemer Lutheran School,K-8,,1,1,,https://www.redeemer-school.org/,37.479316,-122.237407,"468 Grand St., Redwood City",parochial, 17.1k,,, 17.1k, 17.1k, 17.1k, 17.1k, 17.1k, 17.1k, 17.1k, 17.1k, 17.1k,,,,
291,San Francisco,San Francisco Unified,Saint Brigid School,K-8,,1,1,,https://www.saintbrigidsf.org/,37.79509,-122.42483,"2250 Franklin St., San Francisco",parochial, 19.8k,,, 19.8k, 19.8k, 19.8k, 19.8k, 19.8k, 19.8k, 19.8k, 19.8k, 19.8k,,,,
